gameID,pilot,initial impulse,mass,wind,gravity,direction,rho,circle,background image,misc.,paddle,reference,arrow,color of the balls,causal,procedural,none,angular_err,lang,doc,removed_stops,removed_puncts,removed_stops_puncts,lemmatized,num_words,quantiles,Sv,Sp,sv_above_median,sp_above_median
3879-9deec8e1-62dc-4fb3-a6d0-37d5d6a5cdba,pilot2,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,17.01652764,"I would tell them to first consider the weight of the ball as well as where the starting position of the throw is. For example, if the ball is launched from the top of the circle, gravity will cause it to go almost directly straight down. However, if the ball is launched from the side it will follow a parabolic path due to the effects of gravity and direction of launching. It is also important to pay attention to the arrow to determine the direction of throw.","I would tell them to first consider the weight of the ball as well as where the starting position of the throw is. For example, if the ball is launched from the top of the circle, gravity will cause it to go almost directly straight down. However, if the ball is launched from the side it will follow a parabolic path due to the effects of gravity and direction of launching. It is also important to pay attention to the arrow to determine the direction of throw.","['tell', 'consider', 'weight', 'ball', 'starting', 'position', 'throw', '.', 'example', ',', 'ball', 'launched', 'circle', ',', 'gravity', 'cause', 'directly', 'straight', '.', ',', 'ball', 'launched', 'follow', 'parabolic', 'path', 'effects', 'gravity', 'direction', 'launching', '.', 'important', 'pay', 'attention', 'arrow', 'determine', 'direction', 'throw', '.']","['I', 'would', 'tell', 'them', 'to', 'first', 'consider', 'the', 'weight', 'of', 'the', 'ball', 'as', 'well', 'as', 'where', 'the', 'starting', 'position', 'of', 'the', 'throw', 'is', 'For', 'example', 'if', 'the', 'ball', 'is', 'launched', 'from', 'the', 'top', 'of', 'the', 'circle', 'gravity', 'will', 'cause', 'it', 'to', 'go', 'almost', 'directly', 'straight', 'down', 'However', 'if', 'the', 'ball', 'is', 'launched', 'from', 'the', 'side', 'it', 'will', 'follow', 'a', 'parabolic', 'path', 'due', 'to', 'the', 'effects', 'of', 'gravity', 'and', 'direction', 'of', 'launching', 'It', 'is', 'also', 'important', 'to', 'pay', 'attention', 'to', 'the', 'arrow', 'to', 'determine', 'the', 'direction', 'of', 'throw']","['tell', 'consider', 'weight', 'ball', 'starting', 'position', 'throw', 'example', 'ball', 'launched', 'circle', 'gravity', 'cause', 'directly', 'straight', 'ball', 'launched', 'follow', 'parabolic', 'path', 'effects', 'gravity', 'direction', 'launching', 'important', 'pay', 'attention', 'arrow', 'determine', 'direction', 'throw']","['tell', 'consider', 'weight', 'ball', 'starting', 'position', 'throw', 'example', 'ball', 'launch', 'circle', 'gravity', 'cause', 'directly', 'straight', 'ball', 'launch', 'follow', 'parabolic', 'path', 'effect', 'gravity', 'direction', 'launch', 'important', 'pay', 'attention', 'arrow', 'determine', 'direction', 'throw']",87,good,0.333333333,0.833333333,0,1
6781-e1dafef3-5865-45d8-9620-94e78d34c61c,pilot2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70.12279752,It takes trial and error. Some balls act like they have more weight and don't travel as far. Watch the trajectory of each ball and adapt.,It takes trial and error. Some balls act like they have more weight and don't travel as far. Watch the trajectory of each ball and adapt.,"['takes', 'trial', 'error', '.', 'balls', 'act', 'like', 'weight', 'travel', 'far', '.', 'Watch', 'trajectory', 'ball', 'adapt', '.']","['It', 'takes', 'trial', 'and', 'error', 'Some', 'balls', 'act', 'like', 'they', 'have', 'more', 'weight', 'and', 'do', ""n't"", 'travel', 'as', 'far', 'Watch', 'the', 'trajectory', 'of', 'each', 'ball', 'and', 'adapt']","['takes', 'trial', 'error', 'balls', 'act', 'like', 'weight', 'travel', 'far', 'Watch', 'trajectory', 'ball', 'adapt']","['take', 'trial', 'error', 'ball', 'act', 'like', 'weight', 'travel', 'far', 'watch', 'trajectory', 'ball', 'adapt']",27,bad,0,0.166666667,0,0
3101-19af8daf-629d-4ac2-b49a-524217d15318,pilot2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,20.21306801,"The tan ball is slow, the pink ball is fast and the blue ball is super slow.I found out if you under estimate the paddle position that works best for me. The levels gravity is biased to a certain location.","The tan ball is slow, the pink ball is fast and the blue ball is super slow.I found out if you under estimate the paddle position that works best for me. The levels gravity is biased to a certain location.","['tan', 'ball', 'slow', ',', 'pink', 'ball', 'fast', 'blue', 'ball', 'super', 'slow', '.', 'found', 'estimate', 'paddle', 'position', 'works', 'best', '.', 'levels', 'gravity', 'biased', 'certain', 'location', '.']","['The', 'tan', 'ball', 'is', 'slow', 'the', 'pink', 'ball', 'is', 'fast', 'and', 'the', 'blue', 'ball', 'is', 'super', 'slow', 'I', 'found', 'out', 'if', 'you', 'under', 'estimate', 'the', 'paddle', 'position', 'that', 'works', 'best', 'for', 'me', 'The', 'levels', 'gravity', 'is', 'biased', 'to', 'a', 'certain', 'location']","['tan', 'ball', 'slow', 'pink', 'ball', 'fast', 'blue', 'ball', 'super', 'slow', 'found', 'estimate', 'paddle', 'position', 'works', 'best', 'levels', 'gravity', 'biased', 'certain', 'location']","['tan', 'ball', 'slow', 'pink', 'ball', 'fast', 'blue', 'ball', 'super', 'slow', 'find', 'estimate', 'paddle', 'position', 'work', 'good', 'level', 'gravity', 'biased', 'certain', 'location']",41,good,0.333333333,0.333333333,1,1
9199-e265b899-8d99-4a83-8a45-5a0dd884a004,pilot2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,58.20288482,"Take note of the background and how it affects each ball, this will help you to determine how each ball behaves according to each background. Think of each ball of having a certain weight, one is heavy, one is light, and the other is a medium weight. Then match this up with the room. Each room essentially has ""wind"" that blows the balls in a direction, factor this in along with the weight and you should have a somewhat decent chance of catching the ball.","Take note of the background and how it affects each ball, this will help you to determine how each ball behaves according to each background. Think of each ball of having a certain weight, one is heavy, one is light, and the other is a medium weight. Then match this up with the room. Each room essentially has ""wind"" that blows the balls in a direction, factor this in along with the weight and you should have a somewhat decent chance of catching the ball.","['note', 'background', 'affects', 'ball', ',', 'help', 'determine', 'ball', 'behaves', 'according', 'background', '.', 'Think', 'ball', 'having', 'certain', 'weight', ',', 'heavy', ',', 'light', ',', 'medium', 'weight', '.', 'match', 'room', '.', 'room', 'essentially', '""', 'wind', '""', 'blows', 'balls', 'direction', ',', 'factor', 'weight', 'somewhat', 'decent', 'chance', 'catching', 'ball', '.']","['Take', 'note', 'of', 'the', 'background', 'and', 'how', 'it', 'affects', 'each', 'ball', 'this', 'will', 'help', 'you', 'to', 'determine', 'how', 'each', 'ball', 'behaves', 'according', 'to', 'each', 'background', 'Think', 'of', 'each', 'ball', 'of', 'having', 'a', 'certain', 'weight', 'one', 'is', 'heavy', 'one', 'is', 'light', 'and', 'the', 'other', 'is', 'a', 'medium', 'weight', 'Then', 'match', 'this', 'up', 'with', 'the', 'room', 'Each', 'room', 'essentially', 'has', 'wind', 'that', 'blows', 'the', 'balls', 'in', 'a', 'direction', 'factor', 'this', 'in', 'along', 'with', 'the', 'weight', 'and', 'you', 'should', 'have', 'a', 'somewhat', 'decent', 'chance', 'of', 'catching', 'the', 'ball']","['note', 'background', 'affects', 'ball', 'help', 'determine', 'ball', 'behaves', 'according', 'background', 'Think', 'ball', 'having', 'certain', 'weight', 'heavy', 'light', 'medium', 'weight', 'match', 'room', 'room', 'essentially', 'wind', 'blows', 'balls', 'direction', 'factor', 'weight', 'somewhat', 'decent', 'chance', 'catching', 'ball']","['note', 'background', 'affect', 'ball', 'help', 'determine', 'ball', 'behave', 'accord', 'background', 'think', 'ball', 'have', 'certain', 'weight', 'heavy', 'light', 'medium', 'weight', 'match', 'room', 'room', 'essentially', 'wind', 'blow', 'ball', 'direction', 'factor', 'weight', 'somewhat', 'decent', 'chance', 'catch', 'ball']",85,bad,0.166666667,0.5,0,1
0979-905a8766-7ff4-4201-a6d4-3a41dce10c37,pilot2,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,17.86210969,"Pay attention to the colour of the balls. Yellow moves with less force, blue moves with moderate force and red moves with full force. Combine this with the colour of the arrow (red for full force and yellow for moderate force) when predicting the trajectory of the ball.

Also, the wind always blows from left to right in the forest so be careful of how it affects trajectory.","Pay attention to the colour of the balls. Yellow moves with less force, blue moves with moderate force and red moves with full force. Combine this with the colour of the arrow (red for full force and yellow for moderate force) when predicting the trajectory of the ball.

Also, the wind always blows from left to right in the forest so be careful of how it affects trajectory.","['Pay', 'attention', 'colour', 'balls', '.', 'Yellow', 'moves', 'force', ',', 'blue', 'moves', 'moderate', 'force', 'red', 'moves', 'force', '.', 'Combine', 'colour', 'arrow', '(', 'red', 'force', 'yellow', 'moderate', 'force', ')', 'predicting', 'trajectory', 'ball', '.', '\n\n', ',', 'wind', 'blows', 'left', 'right', 'forest', 'careful', 'affects', 'trajectory', '.']","['Pay', 'attention', 'to', 'the', 'colour', 'of', 'the', 'balls', 'Yellow', 'moves', 'with', 'less', 'force', 'blue', 'moves', 'with', 'moderate', 'force', 'and', 'red', 'moves', 'with', 'full', 'force', 'Combine', 'this', 'with', 'the', 'colour', 'of', 'the', 'arrow', 'red', 'for', 'full', 'force', 'and', 'yellow', 'for', 'moderate', 'force', 'when', 'predicting', 'the', 'trajectory', 'of', 'the', 'ball', '\n\n', 'Also', 'the', 'wind', 'always', 'blows', 'from', 'left', 'to', 'right', 'in', 'the', 'forest', 'so', 'be', 'careful', 'of', 'how', 'it', 'affects', 'trajectory']","['Pay', 'attention', 'colour', 'balls', 'Yellow', 'moves', 'force', 'blue', 'moves', 'moderate', 'force', 'red', 'moves', 'force', 'Combine', 'colour', 'arrow', 'red', 'force', 'yellow', 'moderate', 'force', 'predicting', 'trajectory', 'ball', '\n\n', 'wind', 'blows', 'left', 'right', 'forest', 'careful', 'affects', 'trajectory']","['pay', 'attention', 'colour', 'ball', 'yellow', 'move', 'force', 'blue', 'move', 'moderate', 'force', 'red', 'move', 'force', 'combine', 'colour', 'arrow', 'red', 'force', 'yellow', 'moderate', 'force', 'predict', 'trajectory', 'ball', '\n\n', 'wind', 'blow', 'left', 'right', 'forest', 'careful', 'affect', 'trajectory']",69,good,0.5,0.666666667,1,1
5566-054a17a3-57cd-4f24-a24e-5a5371177f70,pilot2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,70.38433829,Each coloured ball falls differently. Some balls curve to the right and some to the left. Some balls dont go as fast or as far as the others so Id recommend to remember which way each coloured ball curves when it is hit and how much power each different coloured ball has and if you can remember that you will know where each ball is going to land. ,Each coloured ball falls differently. Some balls curve to the right and some to the left. Some balls dont go as fast or as far as the others so Id recommend to remember which way each coloured ball curves when it is hit and how much power each different coloured ball has and if you can remember that you will know where each ball is going to land. ,"['coloured', 'ball', 'falls', 'differently', '.', 'balls', 'curve', 'right', 'left', '.', 'balls', 'nt', 'fast', 'far', 'd', 'recommend', 'remember', 'way', 'coloured', 'ball', 'curves', 'hit', 'power', 'different', 'coloured', 'ball', 'remember', 'know', 'ball', 'going', 'land', '.']","['Each', 'coloured', 'ball', 'falls', 'differently', 'Some', 'balls', 'curve', 'to', 'the', 'right', 'and', 'some', 'to', 'the', 'left', 'Some', 'balls', 'do', 'nt', 'go', 'as', 'fast', 'or', 'as', 'far', 'as', 'the', 'others', 'so', 'I', 'd', 'recommend', 'to', 'remember', 'which', 'way', 'each', 'coloured', 'ball', 'curves', 'when', 'it', 'is', 'hit', 'and', 'how', 'much', 'power', 'each', 'different', 'coloured', 'ball', 'has', 'and', 'if', 'you', 'can', 'remember', 'that', 'you', 'will', 'know', 'where', 'each', 'ball', 'is', 'going', 'to', 'land']","['coloured', 'ball', 'falls', 'differently', 'balls', 'curve', 'right', 'left', 'balls', 'nt', 'fast', 'far', 'd', 'recommend', 'remember', 'way', 'coloured', 'ball', 'curves', 'hit', 'power', 'different', 'coloured', 'ball', 'remember', 'know', 'ball', 'going', 'land']","['coloured', 'ball', 'fall', 'differently', 'ball', 'curve', 'right', 'left', 'ball', 'not', 'fast', 'far', 'd', 'recommend', 'remember', 'way', 'coloured', 'ball', 'curve', 'hit', 'power', 'different', 'coloured', 'ball', 'remember', 'know', 'ball', 'go', 'land']",70,bad,0.166666667,0.5,0,1
3438-e75359c1-e457-4b24-b595-195f0abbe3b5,pilot2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,37.09845305,"The pink ball regardless of the power arrow doesnt go far so best to stay close to it if its being thrown upwards. The yellow ball is almost on target when it comes with full power in the ""room"" but it curves when in the scenery. The blue ball has a mind of its own","The pink ball regardless of the power arrow doesnt go far so best to stay close to it if its being thrown upwards. The yellow ball is almost on target when it comes with full power in the ""room"" but it curves when in the scenery. The blue ball has a mind of its own","['pink', 'ball', 'regardless', 'power', 'arrow', 'nt', 'far', 'best', 'stay', 'close', 'thrown', 'upwards', '.', 'yellow', 'ball', 'target', 'comes', 'power', '""', 'room', '""', 'curves', 'scenery', '.', 'blue', 'ball', 'mind']","['The', 'pink', 'ball', 'regardless', 'of', 'the', 'power', 'arrow', 'does', 'nt', 'go', 'far', 'so', 'best', 'to', 'stay', 'close', 'to', 'it', 'if', 'its', 'being', 'thrown', 'upwards', 'The', 'yellow', 'ball', 'is', 'almost', 'on', 'target', 'when', 'it', 'comes', 'with', 'full', 'power', 'in', 'the', 'room', 'but', 'it', 'curves', 'when', 'in', 'the', 'scenery', 'The', 'blue', 'ball', 'has', 'a', 'mind', 'of', 'its', 'own']","['pink', 'ball', 'regardless', 'power', 'arrow', 'nt', 'far', 'best', 'stay', 'close', 'thrown', 'upwards', 'yellow', 'ball', 'target', 'comes', 'power', 'room', 'curves', 'scenery', 'blue', 'ball', 'mind']","['pink', 'ball', 'regardless', 'power', 'arrow', 'not', 'far', 'good', 'stay', 'close', 'throw', 'upwards', 'yellow', 'ball', 'target', 'come', 'power', 'room', 'curve', 'scenery', 'blue', 'ball', 'mind']",56,less good,0.333333333,0.333333333,1,1
8100-1e8437c5-0ba5-4e1f-b18e-f6a69ab78d43,pilot2,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,22.23528954,"Try and factor in gravity for some of them (building background). Some of the balls move to the left or right everytime regardless of the arrows direction so take that into account (look where the arrow points, then adjust). Also make sure to pay attention to the arrow size as sometimes, if it's too small, the ball will fall back.","Try and factor in gravity for some of them (building background). Some of the balls move to the left or right everytime regardless of the arrows direction so take that into account (look where the arrow points, then adjust). Also make sure to pay attention to the arrow size as sometimes, if it's too small, the ball will fall back.","['Try', 'factor', 'gravity', '(', 'building', 'background', ')', '.', 'balls', 'left', 'right', 'everytime', 'regardless', 'arrows', 'direction', 'account', '(', 'look', 'arrow', 'points', ',', 'adjust', ')', '.', 'sure', 'pay', 'attention', 'arrow', 'size', ',', 'small', ',', 'ball', 'fall', '.']","['Try', 'and', 'factor', 'in', 'gravity', 'for', 'some', 'of', 'them', 'building', 'background', 'Some', 'of', 'the', 'balls', 'move', 'to', 'the', 'left', 'or', 'right', 'everytime', 'regardless', 'of', 'the', 'arrows', 'direction', 'so', 'take', 'that', 'into', 'account', 'look', 'where', 'the', 'arrow', 'points', 'then', 'adjust', 'Also', 'make', 'sure', 'to', 'pay', 'attention', 'to', 'the', 'arrow', 'size', 'as', 'sometimes', 'if', 'it', ""'s"", 'too', 'small', 'the', 'ball', 'will', 'fall', 'back']","['Try', 'factor', 'gravity', 'building', 'background', 'balls', 'left', 'right', 'everytime', 'regardless', 'arrows', 'direction', 'account', 'look', 'arrow', 'points', 'adjust', 'sure', 'pay', 'attention', 'arrow', 'size', 'small', 'ball', 'fall']","['try', 'factor', 'gravity', 'building', 'background', 'ball', 'left', 'right', 'everytime', 'regardless', 'arrow', 'direction', 'account', 'look', 'arrow', 'point', 'adjust', 'sure', 'pay', 'attention', 'arrow', 'size', 'small', 'ball', 'fall']",61,good,0.333333333,0.5,1,1
7310-8032a1d7-ab31-4119-8690-b6ae77916a9c,pilot2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,47.55449601,"I found no pattern to the whole game. Sometimes you will get lucky and the ball will head in a general direction eg around 5pm on a clock face. Then suddenly it will change elsewhere.
The power of the ball moving will change randomly too. So you never know if its going straight or left or right or back to where it came from.
Good Luck","I found no pattern to the whole game. Sometimes you will get lucky and the ball will head in a general direction eg around 5pm on a clock face. Then suddenly it will change elsewhere.
The power of the ball moving will change randomly too. So you never know if its going straight or left or right or back to where it came from.
Good Luck","['found', 'pattern', 'game', '.', 'lucky', 'ball', 'head', 'general', 'direction', 'eg', '5', 'pm', 'clock', 'face', '.', 'suddenly', 'change', '.', '\n', 'power', 'ball', 'moving', 'change', 'randomly', '.', 'know', 'going', 'straight', 'left', 'right', 'came', '.', '\n', 'Good', 'Luck']","['I', 'found', 'no', 'pattern', 'to', 'the', 'whole', 'game', 'Sometimes', 'you', 'will', 'get', 'lucky', 'and', 'the', 'ball', 'will', 'head', 'in', 'a', 'general', 'direction', 'eg', 'around', '5', 'pm', 'on', 'a', 'clock', 'face', 'Then', 'suddenly', 'it', 'will', 'change', 'elsewhere', '\n', 'The', 'power', 'of', 'the', 'ball', 'moving', 'will', 'change', 'randomly', 'too', 'So', 'you', 'never', 'know', 'if', 'its', 'going', 'straight', 'or', 'left', 'or', 'right', 'or', 'back', 'to', 'where', 'it', 'came', 'from', '\n', 'Good', 'Luck']","['found', 'pattern', 'game', 'lucky', 'ball', 'head', 'general', 'direction', 'eg', '5', 'pm', 'clock', 'face', 'suddenly', 'change', '\n', 'power', 'ball', 'moving', 'change', 'randomly', 'know', 'going', 'straight', 'left', 'right', 'came', '\n', 'Good', 'Luck']","['find', 'pattern', 'game', 'lucky', 'ball', 'head', 'general', 'direction', 'eg', '5', 'pm', 'clock', 'face', 'suddenly', 'change', '\n', 'power', 'ball', 'moving', 'change', 'randomly', 'know', 'go', 'straight', 'left', 'right', 'come', '\n', 'Good', 'Luck']",69,less bad,0,0.333333333,0,0
8040-92296a5e-4aca-465e-8add-4e05106cbe40,pilot2,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,19.71887937,"View the three balls as being 1 heavy (brown), one medium (Pink), 1 light (Blue). The room has normal gravity and the forest has offset gravity to the bottom right. There are only two power levels for the launches. Observe the launch impact on each ball over the course of a few tries each and then factor how the gravity will affect it based on the launch angle.","View the three balls as being 1 heavy (brown), one medium (Pink), 1 light (Blue). The room has normal gravity and the forest has offset gravity to the bottom right. There are only two power levels for the launches. Observe the launch impact on each ball over the course of a few tries each and then factor how the gravity will affect it based on the launch angle.","['View', 'balls', '1', 'heavy', '(', 'brown', ')', ',', 'medium', '(', 'Pink', ')', ',', '1', 'light', '(', 'Blue', ')', '.', 'room', 'normal', 'gravity', 'forest', 'offset', 'gravity', 'right', '.', 'power', 'levels', 'launches', '.', 'Observe', 'launch', 'impact', 'ball', 'course', 'tries', 'factor', 'gravity', 'affect', 'based', 'launch', 'angle', '.']","['View', 'the', 'three', 'balls', 'as', 'being', '1', 'heavy', 'brown', 'one', 'medium', 'Pink', '1', 'light', 'Blue', 'The', 'room', 'has', 'normal', 'gravity', 'and', 'the', 'forest', 'has', 'offset', 'gravity', 'to', 'the', 'bottom', 'right', 'There', 'are', 'only', 'two', 'power', 'levels', 'for', 'the', 'launches', 'Observe', 'the', 'launch', 'impact', 'on', 'each', 'ball', 'over', 'the', 'course', 'of', 'a', 'few', 'tries', 'each', 'and', 'then', 'factor', 'how', 'the', 'gravity', 'will', 'affect', 'it', 'based', 'on', 'the', 'launch', 'angle']","['View', 'balls', '1', 'heavy', 'brown', 'medium', 'Pink', '1', 'light', 'Blue', 'room', 'normal', 'gravity', 'forest', 'offset', 'gravity', 'right', 'power', 'levels', 'launches', 'Observe', 'launch', 'impact', 'ball', 'course', 'tries', 'factor', 'gravity', 'affect', 'based', 'launch', 'angle']","['view', 'ball', '1', 'heavy', 'brown', 'medium', 'Pink', '1', 'light', 'Blue', 'room', 'normal', 'gravity', 'forest', 'offset', 'gravity', 'right', 'power', 'level', 'launch', 'observe', 'launch', 'impact', 'ball', 'course', 'try', 'factor', 'gravity', 'affect', 'base', 'launch', 'angle']",68,good,0.333333333,0.833333333,0,1
7836-a69f272b-4fad-4910-b227-10a9cdb8757a,pilot2,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,25.24866666,"The pink ball seems lighter and follows the arrow fairly accurately, particularly in the office room. The blue and brown balls feel heavier and don't often follow a straight line especially when going upwards. The outside background has a wind so the balls never seem to land on the left side and always blow to the right. ","The pink ball seems lighter and follows the arrow fairly accurately, particularly in the office room. The blue and brown balls feel heavier and don't often follow a straight line especially when going upwards. The outside background has a wind so the balls never seem to land on the left side and always blow to the right. ","['pink', 'ball', 'lighter', 'follows', 'arrow', 'fairly', 'accurately', ',', 'particularly', 'office', 'room', '.', 'blue', 'brown', 'balls', 'feel', 'heavier', 'follow', 'straight', 'line', 'especially', 'going', 'upwards', '.', 'outside', 'background', 'wind', 'balls', 'land', 'left', 'blow', 'right', '.']","['The', 'pink', 'ball', 'seems', 'lighter', 'and', 'follows', 'the', 'arrow', 'fairly', 'accurately', 'particularly', 'in', 'the', 'office', 'room', 'The', 'blue', 'and', 'brown', 'balls', 'feel', 'heavier', 'and', 'do', ""n't"", 'often', 'follow', 'a', 'straight', 'line', 'especially', 'when', 'going', 'upwards', 'The', 'outside', 'background', 'has', 'a', 'wind', 'so', 'the', 'balls', 'never', 'seem', 'to', 'land', 'on', 'the', 'left', 'side', 'and', 'always', 'blow', 'to', 'the', 'right']","['pink', 'ball', 'lighter', 'follows', 'arrow', 'fairly', 'accurately', 'particularly', 'office', 'room', 'blue', 'brown', 'balls', 'feel', 'heavier', 'follow', 'straight', 'line', 'especially', 'going', 'upwards', 'outside', 'background', 'wind', 'balls', 'land', 'left', 'blow', 'right']","['pink', 'ball', 'light', 'follow', 'arrow', 'fairly', 'accurately', 'particularly', 'office', 'room', 'blue', 'brown', 'ball', 'feel', 'heavy', 'follow', 'straight', 'line', 'especially', 'go', 'upwards', 'outside', 'background', 'wind', 'ball', 'land', 'left', 'blow', 'right']",58,less good,0.5,0.5,1,1
9391-d7045460-5e17-4aa4-93ad-37d4ba26f530,pilot2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,36.07403639,"The colour of the balls seem to be the key indicator. The pink balls are heavy and will tend to drift and die in all the environments, whilst the blue balls will tend to travel with less interference. The pattern seems to be consistent and you need make small adjustments for the ball speed and background but don't overcompensate. Some balls will fall back in the direction they came.","The colour of the balls seem to be the key indicator. The pink balls are heavy and will tend to drift and die in all the environments, whilst the blue balls will tend to travel with less interference. The pattern seems to be consistent and you need make small adjustments for the ball speed and background but don't overcompensate. Some balls will fall back in the direction they came.","['colour', 'balls', 'key', 'indicator', '.', 'pink', 'balls', 'heavy', 'tend', 'drift', 'die', 'environments', ',', 'whilst', 'blue', 'balls', 'tend', 'travel', 'interference', '.', 'pattern', 'consistent', 'need', 'small', 'adjustments', 'ball', 'speed', 'background', 'overcompensate', '.', 'balls', 'fall', 'direction', 'came', '.']","['The', 'colour', 'of', 'the', 'balls', 'seem', 'to', 'be', 'the', 'key', 'indicator', 'The', 'pink', 'balls', 'are', 'heavy', 'and', 'will', 'tend', 'to', 'drift', 'and', 'die', 'in', 'all', 'the', 'environments', 'whilst', 'the', 'blue', 'balls', 'will', 'tend', 'to', 'travel', 'with', 'less', 'interference', 'The', 'pattern', 'seems', 'to', 'be', 'consistent', 'and', 'you', 'need', 'make', 'small', 'adjustments', 'for', 'the', 'ball', 'speed', 'and', 'background', 'but', 'do', ""n't"", 'overcompensate', 'Some', 'balls', 'will', 'fall', 'back', 'in', 'the', 'direction', 'they', 'came']","['colour', 'balls', 'key', 'indicator', 'pink', 'balls', 'heavy', 'tend', 'drift', 'die', 'environments', 'whilst', 'blue', 'balls', 'tend', 'travel', 'interference', 'pattern', 'consistent', 'need', 'small', 'adjustments', 'ball', 'speed', 'background', 'overcompensate', 'balls', 'fall', 'direction', 'came']","['colour', 'ball', 'key', 'indicator', 'pink', 'ball', 'heavy', 'tend', 'drift', 'die', 'environment', 'whilst', 'blue', 'ball', 'tend', 'travel', 'interference', 'pattern', 'consistent', 'need', 'small', 'adjustment', 'ball', 'speed', 'background', 'overcompensate', 'ball', 'fall', 'direction', 'come']",70,less good,0.333333333,0.333333333,1,0
1413-beab6620-9a28-4ef4-bd04-2ff437e69e69,pilot2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,40.27380546,I don't have any advice I just went with where I personally thought it would go based on trial and error from doing it over and over and remembering it and even then I still got a lot wrong thinking it was the right placement,I don't have any advice I just went with where I personally thought it would go based on trial and error from doing it over and over and remembering it and even then I still got a lot wrong thinking it was the right placement,"['advice', 'went', 'personally', 'thought', 'based', 'trial', 'error', 'remembering', 'got', 'lot', 'wrong', 'thinking', 'right', 'placement']","['I', 'do', ""n't"", 'have', 'any', 'advice', 'I', 'just', 'went', 'with', 'where', 'I', 'personally', 'thought', 'it', 'would', 'go', 'based', 'on', 'trial', 'and', 'error', 'from', 'doing', 'it', 'over', 'and', 'over', 'and', 'remembering', 'it', 'and', 'even', 'then', 'I', 'still', 'got', 'a', 'lot', 'wrong', 'thinking', 'it', 'was', 'the', 'right', 'placement']","['advice', 'went', 'personally', 'thought', 'based', 'trial', 'error', 'remembering', 'got', 'lot', 'wrong', 'thinking', 'right', 'placement']","['advice', 'go', 'personally', 'think', 'base', 'trial', 'error', 'remember', 'get', 'lot', 'wrong', 'thinking', 'right', 'placement']",46,less bad,0,0,0,0
8964-75741ed2-235a-428b-8eab-16ff66d04cd4,pilot2,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,48.86160693,"I would advise them to typically assume a curved clockwise or anticlockwise trajectory depending on whether the ball starts on the left or right hand side. Typically imagine where the ball would fall with gravity, but this is not always true. In the middle room it seemed to fall more where you'd expect with gravity. The brown ball seems less powerful. The blue ball seems to go more straight and sometimes boomerangs. ","I would advise them to typically assume a curved clockwise or anticlockwise trajectory depending on whether the ball starts on the left or right hand side. Typically imagine where the ball would fall with gravity, but this is not always true. In the middle room it seemed to fall more where you'd expect with gravity. The brown ball seems less powerful. The blue ball seems to go more straight and sometimes boomerangs. ","['advise', 'typically', 'assume', 'curved', 'clockwise', 'anticlockwise', 'trajectory', 'depending', 'ball', 'starts', 'left', 'right', 'hand', '.', 'Typically', 'imagine', 'ball', 'fall', 'gravity', ',', 'true', '.', 'middle', 'room', 'fall', 'expect', 'gravity', '.', 'brown', 'ball', 'powerful', '.', 'blue', 'ball', 'straight', 'boomerangs', '.']","['I', 'would', 'advise', 'them', 'to', 'typically', 'assume', 'a', 'curved', 'clockwise', 'or', 'anticlockwise', 'trajectory', 'depending', 'on', 'whether', 'the', 'ball', 'starts', 'on', 'the', 'left', 'or', 'right', 'hand', 'side', 'Typically', 'imagine', 'where', 'the', 'ball', 'would', 'fall', 'with', 'gravity', 'but', 'this', 'is', 'not', 'always', 'true', 'In', 'the', 'middle', 'room', 'it', 'seemed', 'to', 'fall', 'more', 'where', 'you', ""'d"", 'expect', 'with', 'gravity', 'The', 'brown', 'ball', 'seems', 'less', 'powerful', 'The', 'blue', 'ball', 'seems', 'to', 'go', 'more', 'straight', 'and', 'sometimes', 'boomerangs']","['advise', 'typically', 'assume', 'curved', 'clockwise', 'anticlockwise', 'trajectory', 'depending', 'ball', 'starts', 'left', 'right', 'hand', 'Typically', 'imagine', 'ball', 'fall', 'gravity', 'true', 'middle', 'room', 'fall', 'expect', 'gravity', 'brown', 'ball', 'powerful', 'blue', 'ball', 'straight', 'boomerangs']","['advise', 'typically', 'assume', 'curved', 'clockwise', 'anticlockwise', 'trajectory', 'depend', 'ball', 'start', 'left', 'right', 'hand', 'typically', 'imagine', 'ball', 'fall', 'gravity', 'true', 'middle', 'room', 'fall', 'expect', 'gravity', 'brown', 'ball', 'powerful', 'blue', 'ball', 'straight', 'boomerang']",73,less bad,0.333333333,0.666666667,0,1
