gameID,response,name
3517-08e6e045-c724-4d85-916a-937c4402a1b2,I would suggest moving the paddle close to the brown ball since it does not travel very far. On the opposite side of where the blue ball is. About half way away from the pink ball. And expect the balls to have some curve to them in the second area that causes them to rotate back to their starting position slightly. ,pedagogy
6337-70408c49-4514-4fb6-a4b8-83f3f36cc20d,"the room has gravity. The outer area also has gravity but wind blows toward east. The order that the ball goes farthest to the least farthest is pink, blue, brown. ",pedagogy
7479-cced95cc-4a6e-4c86-950c-158d9cee5dda,"I would tell them to pay attention to the color of the ball, scenaries and arrows. The red color ball has the most weight, yellow 2nd most and the blue the least. The long red arrow is fast and the short yellow arrow is a slower throw. The room has normal gravity. The nature scenary has lower gravity. ",pedagogy
2879-40896245-1314-4177-a2df-683371670792,look at the direction it travels in and if it seems to change path towards a certain direction. also look at what weight the ball appears to have.,pedagogy
2114-4ce4c2df-f830-424a-be61-738965ee2716,"They need to take into account the weight of each ball, and the relevant room to take into account any deviations that may occur. They also need to factor the strength the ball is travelling at as this does make a big difference to where the ball ends up.",pedagogy
5412-7e655842-fca9-4b4b-bdc7-c8441de5da32,"In the room the gravity is as expected for Earth. On the rounded landscape to pull seemed to veer to the right of the circle. The blue ball acted as if it was more affected by gravity, so the force didn't push it as far, the brown ball went relatively far with the force of the push, and the pink ball needed the least amount of force for a strong throw action.",pedagogy
9590-95c1471f-07a1-459b-be0e-b245beb7f66c,It helps to use the first ball to see how it reacts like if it curves a certain way or is pulled a certain way and how heavy it is. Using this information you can start to estimate how the ball is going to react. ,pedagogy
1332-7d0a5c15-eab8-42ed-8a9b-5d1887cefa26,"I don't even entirely understand how to succeed right now. I'd need more rounds to work with. I know one ball was heavier, But one map had air on it to make it go different directions. ",pedagogy
3879-9deec8e1-62dc-4fb3-a6d0-37d5d6a5cdba,"I would tell them to first consider the weight of the ball as well as where the starting position of the throw is. For example, if the ball is launched from the top of the circle, gravity will cause it to go almost directly straight down. However, if the ball is launched from the side it will follow a parabolic path due to the effects of gravity and direction of launching. It is also important to pay attention to the arrow to determine the direction of throw.",pedagogy
6781-e1dafef3-5865-45d8-9620-94e78d34c61c,It takes trial and error. Some balls act like they have more weight and don't travel as far. Watch the trajectory of each ball and adapt.,pedagogy
3101-19af8daf-629d-4ac2-b49a-524217d15318,"The tan ball is slow, the pink ball is fast and the blue ball is super slow.I found out if you under estimate the paddle position that works best for me. The levels gravity is biased to a certain location.",pedagogy
9199-e265b899-8d99-4a83-8a45-5a0dd884a004,"Take note of the background and how it affects each ball, this will help you to determine how each ball behaves according to each background. Think of each ball of having a certain weight, one is heavy, one is light, and the other is a medium weight. Then match this up with the room. Each room essentially has ""wind"" that blows the balls in a direction, factor this in along with the weight and you should have a somewhat decent chance of catching the ball.",pedagogy
0979-905a8766-7ff4-4201-a6d4-3a41dce10c37,"Pay attention to the colour of the balls. Yellow moves with less force, blue moves with moderate force and red moves with full force. Combine this with the colour of the arrow (red for full force and yellow for moderate force) when predicting the trajectory of the ball.\n\nAlso, the wind always blows from left to right in the forest so be careful of how it affects trajectory.",pedagogy
5566-054a17a3-57cd-4f24-a24e-5a5371177f70,Each coloured ball falls differently. Some balls curve to the right and some to the left. Some balls dont go as fast or as far as the others so Id recommend to remember which way each coloured ball curves when it is hit and how much power each different coloured ball has and if you can remember that you will know where each ball is going to land. ,pedagogy
3438-e75359c1-e457-4b24-b595-195f0abbe3b5,"The pink ball regardless of the power arrow doesnt go far so best to stay close to it if its being thrown upwards. The yellow ball is almost on target when it comes with full power in the ""room"" but it curves when in the scenery. The blue ball has a mind of its own",pedagogy
8100-1e8437c5-0ba5-4e1f-b18e-f6a69ab78d43,"Try and factor in gravity for some of them (building background). Some of the balls move to the left or right everytime regardless of the arrows direction so take that into account (look where the arrow points, then adjust). Also make sure to pay attention to the arrow size as sometimes, if it's too small, the ball will fall back.",pedagogy
7310-8032a1d7-ab31-4119-8690-b6ae77916a9c,I found no pattern to the whole game. Sometimes you will get lucky and the ball will head in a general direction eg around 5pm on a clock face. Then suddenly it will change elsewhere.\nThe power of the ball moving will change randomly too. So you never know if its going straight or left or right or back to where it came from.\nGood Luck,pedagogy
8040-92296a5e-4aca-465e-8add-4e05106cbe40,"View the three balls as being 1 heavy (brown), one medium (Pink), 1 light (Blue). The room has normal gravity and the forest has offset gravity to the bottom right. There are only two power levels for the launches. Observe the launch impact on each ball over the course of a few tries each and then factor how the gravity will affect it based on the launch angle.",pedagogy
7836-a69f272b-4fad-4910-b227-10a9cdb8757a,"The pink ball seems lighter and follows the arrow fairly accurately, particularly in the office room. The blue and brown balls feel heavier and don't often follow a straight line especially when going upwards. The outside background has a wind so the balls never seem to land on the left side and always blow to the right. ",pedagogy
9391-d7045460-5e17-4aa4-93ad-37d4ba26f530,"The colour of the balls seem to be the key indicator. The pink balls are heavy and will tend to drift and die in all the environments, whilst the blue balls will tend to travel with less interference. The pattern seems to be consistent and you need make small adjustments for the ball speed and background but don't overcompensate. Some balls will fall back in the direction they came.",pedagogy
1413-beab6620-9a28-4ef4-bd04-2ff437e69e69,I don't have any advice I just went with where I personally thought it would go based on trial and error from doing it over and over and remembering it and even then I still got a lot wrong thinking it was the right placement,pedagogy
8964-75741ed2-235a-428b-8eab-16ff66d04cd4,"I would advise them to typically assume a curved clockwise or anticlockwise trajectory depending on whether the ball starts on the left or right hand side. Typically imagine where the ball would fall with gravity, but this is not always true. In the middle room it seemed to fall more where you'd expect with gravity. The brown ball seems less powerful. The blue ball seems to go more straight and sometimes boomerangs. ",pedagogy
6780-f0fe735d-fa81-4fb5-a70b-14164643e2ae,the different balls are thrown  at different speed so keep  that  in mind when moving  the padle,pedagogy
6316-763cbc1b-dc91-4257-9241-8ca2207e63fa,"Look at patterns each ball has in terms of the power and the direction it is drawn to, in both conditions/ backgrounds the ball will act differently. Even if it feels wrong to put the paddle in a certain place most of the time your guess will be close. For example the blue ball has the most power, pink ball is much slower.",pedagogy
1461-74e9aac4-b69a-4ef8-af08-b612c1ed1a75,i dont think i got better... but i also think that possibly the colour of the arrows is relevant.,pedagogy
7299-054232b8-97a1-44f8-ba44-cfe90c204012,Each ball has different weights. The blue ball is the normal one while the pink and brown balls weigh heavier so they dont go that far. ,pedagogy
4749-31807492-542c-43eb-91f5-6aa3a1275798,"Of the three balls, the blue one is ""lightest"" or has the most force behind it so will move a lot, while the red is ""heaviest"" or has the least force behind it so will not move much. In the wooden room gravity works as expected, while in the island room, gravity points towards the bottom-right of the screen. The arrows represent the direction and power of the shot, with orange ones seeming to be more powerful than the red.",pedagogy
3835-42f7650f-3b72-44cf-929d-9a82c642721e,"The blue ball is the heaviest, and the pink ball is the lightest. In the room with the wooden floor, the blue ball tends to fall more or less in the most bottom point of the circle. Gravity plays a part. if any of the three balls have an arrow pointing straight up, and is positioned at the most bottom of the circle, it will most likely end up in the same place. In the forest room , the orange ball tends to fall into the bottom right of the circle, while the pink ball tends to veer into the top right. If the arrow is pointing straight down and any of the balls are starting at the top most point of the circle, the ball will most likely fall straight down, or if it’s the pink ball, near the right bottom side of the circle.",pedagogy
9941-2feb7257-fd0a-4e00-86bc-e1490c38bf06,"I think the most important information is to take note of the weight of the balls, as they all fall differently, that seemed to help me. Although the arrows also helped i found that harder to get to grips with",pedagogy
4410-745d725e-fec6-4000-8662-d0f82c1fe848,"I would tell the player that each of the balls behaves differently, and this is further altered by the room that the paddle and ball are in. The size and colour of the arrow also provide a clue as to how much strength the ball will be thrust. They should use the first trials to monitor behaviour, and then alter their positioning accordingly.",pedagogy
2839-343c9589-6aee-4d83-baeb-91a480d0c7a8,"I would tell them to pay attention to the colour of the arrow, as red arrows seemed to have more force and launch the ball harder.  Also to pay attention to the colour of the ball, and try to remember if the ball launched from the same area of the circle twice and how it had moved that previous time.  However I also found I had better success when I stopped trying to think too much about the size and colour of the arrows and tried to use my intuition. I did not think the background of the room affected the game so I would tell them not to focus on that. ",pedagogy
5886-cc9c485a-e158-4c58-a1a0-4738745dfe44,"The gravity of the room is very important and most light or softly thrown balls will turn towards the ""bottom"". Only the heaviest and strongest thrown balls will have a straight trajectory anywhere away from the gravitational pull. Order the balls from light to heavy and remember how much each is affected by the gravity. For light and softly thrown balls near the ""bottom"" of gravity, the paddle should be placed close to the ball because it won\'t have enough power to go very far.",pedagogy
3691-dc1e7e7f-76f5-4101-8bb8-2e200836080f,"I would tell people not to worry about not getting the ball for the first few tries. Instead focus on what direction the ball goes. See whether there is a pattern in certain positions, but more importantly what angle each type of ball tends to take. Then the next time the ball is in that position move the paddle to where you remember it going in the first instance. Also, easy points come from using gravity to get balls going straight up.",pedagogy
8749-f7198dd2-4615-42af-93c8-3d6bb6168626,"Each ball has its own weight which contributes to how fast/easily it moves. Also each room either has wind or doesn't which also plays a factor in the course the ball takes in the air. Watch and become familiar with each ball until you learn its patters, it will then become easier to predict where it will land.",pedagogy
7281-209a0b33-4c04-4379-b36f-1802a2904255,"The first thing you have to know is that the circle that you are playing in is not a flat object. The top is the top and the bottom is the bottom - meaning different heights affect where the balls go and how much power is truly behind each throw. Think of dropping a ball from the top of an upright hoolahoop. The balls can seem unpredictable at times until you notice the patterns. The blue ball acts as if a toddler is throwing it - little power behind each throw and the red and yellow arrows don\'t differ in power as much. The brown and green balls act more accurately to the arrows, red being striking directly in the direction give or taking a few steps left and right (depending on where it was first placed. The pink balls only show up when you get to the office space background and they act with little to no power - like being dropped without assistance - these were the easiest to catch. Also, the last background has ""left blowing wind"" being all throws that look like they will fall down straight will actually vere right (I think of playing Wii archery and the wind you have to take into account before shooting-same thing with paddle placement).",pedagogy
7842-a480564b-468b-4c47-8c09-e038ca93c935,"it is very difficult. You have to try to guess where the ball will drop but it depends on the background, type of ball and type of line. Usually yellow line means it is not as strong as red line, and blue balls tend to travel the furthest. That's all that I can say.",pedagogy
8403-0938c4b5-a564-424a-81c8-842ab1269221,"I would tell them to be aware that the green and purple balls move more slowly and with less velocity than the orange ones, and to place the paddle further away or closer than they might expect from the direction the balls are moving. ",pedagogy
1630-be342294-a0ac-4646-a093-7736df067b75,"Depending on which ball is used will affect the way that the ball will travel, and also the backround will also affect the way the ball moves.",pedagogy
4110-30c65554-8719-4f65-8a7f-287fd36a4d9e,The game is great but slightly missing the ball is not fun. Especially after thinking you have mastered it.,pedagogy
9130-d1570377-3823-4d42-805a-f6a6719ad503,"I would suggest they watch carefully the first few throws of each colour and note the direction of angle that each colour tends to go, which can vary if thrown from the top, bottom or side.",pedagogy
9584-451e9a97-d52c-4c8c-800c-a314ab92de90,"The color of the ball represents its weight. Blue is lightest, tan/brown is 2nd lightest, and the pink/red in heaviest. The background of the game determines the trajectory. The indoor room is similar to any indoor area-no wind, and the laws of gravity are the same. The tropical background causes the balls\' trajectory to be swayed- almost like there is a wind being blown southeast. The color of the arrow determines how hard the ball is being thrown. Yellow is a throw with less force and red is a throw with more force. All of these factors are to be considered when determining where to place the paddle. For example, if blue ball is being thrown straight up in the indoor room with the yellow arrow, it is a good estimate to place the paddle directly above the arrow at the top of the circle. The lighter amount of force is likely enough for the ball to reach the top. However, if the brow or pink ball was being thrown in the same room with the same amount if force, it would be a good estimate to place the paddle directly below the throwing position because there is not enough force to get the heavier balls to the top of the circle. If the blue ball was being thrown in the tropical background with the red arrow from the bottom of the circle, it would be a good estimate to place the paddle in the top right area of the circle. However, if the brown or pink balls were being thrown from the same place with the same force, the paddle should be placed way lower on the right side of the circle to account for the ""wind"". ",pedagogy
3990-feab70f2-87c3-4fa3-895b-90bd06753b5e,The brown one is the heaviest. The blue is lighter. The purple is the lightest. In the room there is no wind which means the balls going the exact direction. On the open background there is wind which pulls the ball to the right. The arrows mean the power of the throw.,pedagogy
0912-365443d8-245c-4ce5-b92c-219c03c22b17,"I would say that it is almost impossible to judge where to place the paddle. Random placement seems to be the best option as the balls end position depends on its velocity,this varies which makes the game difficult.",pedagogy
2262-2f4a5633-3ece-4528-af83-0da757539081,"When trying to place the paddle for the blue ball, you should often place the paddle across the circle from where the ball launches, although it has a tendency to move to the left. For the pink ball, it does not launch very far and tends to fall. If the pink ball is launching from the bottom, place the paddle slightly to the left of the ball because it will fall and will not move far. If the pink ball is launching from the top of the circle, place the paddle at the bottom of the circle, to the left of where the ball is. For the yellow ball, it will launch slightly more than the pink but also tends to fall so place the paddle left of the ball and over a bit.",pedagogy
0383-e858c449-d434-4165-a4d8-69f3d6a80039,"Just play you'll get used to it and look at the balls, length and colour of arrows and the back ground which also indicates where the ball is headed ",pedagogy
8853-9339735c-dff1-425d-bde6-02122559c1e2,Place the red paddle where you anticipate that the ball trajectory will go. ,pedagogy
5708-392bd2e9-d619-4cc2-a2ea-8b7ec6333af3,"Unfortunately, sometimes you just cant predict where the ball will go. However, the more you play, you get to know where its likely to go.",pedagogy
2479-d5375716-3217-492c-b692-da9c3c2b3b33,"I found this to be quite challenging. I barely missed on many of them, I was pissed lol. The brown ball I figured out the paddle must go directly across or a little off to the side, I was successful quite a few times.  The blue ball either went hardly anywhere or across so that one was a challenge, barely missed on some of those launches. Red ball was kind of everywhere and hard to figure out where to put the paddle.  As for the arrows, try to pay attention to them as I did not, I tried but could not a grasp on them which one launched harder than the other.  Do your best, have fun!  It was super challenging for me.  ",pedagogy
4400-1d1f1bc1-4387-4b26-ab57-af431e0c4cf7,"on the mountain picture it seems to pull the ball to the right \non the room its slightly to the left\npink ball tends to go the straightest with red arrow, yellow arrow is slightly off \nblue ball and yellow ball tend to not go very far as if there really heavy balls ",pedagogy
9709-f5ae02a7-e9fa-43f6-8964-bcd3990e36c1,"observe what direction the ball is pulling towards, and treat it as though the room is tilted in the direction the ball is falling. sometimes that works well, but the rules may be different when the ball is being launched from other directions, forces and in other rooms, so it's about observing that too!",pedagogy
2631-cee61fa4-304e-4891-bd5b-35cd8b195512,"The red ball is lightest and moves fast.\nThe blue ball is heaviest and moves slowly.\nThe mixed colour ball moves at a medium speed.\nThey all move kind of like there's gravity, but slightly circular in manner. \nThe mountain background pushes everything to the right, and the other background has normal gravity.",pedagogy
3470-434bfc03-d1ad-41c7-8d65-6f67ce0b7106,"When inside, the balls will fall downward. When outside, they fall down and to the right. The pink ball is heaviest, followed by the brown ball and then the lightest is the blue ball. Keep these in mind as well as the size of the arrow, which indicates the strength of the throw, when placing the paddle. ",pedagogy
5376-679f8f0b-95fa-4774-9a5e-f1e7c024bb21,"Pay attention to the action of the ball, see the pattern of each ball and keep it in mind throughout the game, it'll help you get a hang of things \nWith the second location, gravity is non-existent. It took y brain some time to grasp this hence I struggled a bit with the second location but I am sure if given a second chance, I'd do much better :) ",pedagogy
4122-ac10184f-8e50-4390-9bff-b992a5154f9c,"Given the two environments, gravity is pulling in two ways, for the room, its downwards, for the island environment its closer to bottom right, there are 3 balls, the pink is low power multiplier, the blue is medium and the brown is full power, adjust given this information.",pedagogy
3562-2e8a1cb8-739c-4a61-958a-d40ddab4885f,they should look at the kind of background and type of ball it is before placing the red line and pressing the space bar as well as pay attention to the length and color of the arrow ,pedagogy
9983-349234f4-1981-455b-871a-e51ac7df97a8,Just have to go through a learning curve about the settings gravity and ball characteristics. Once you understand the physics it becomes easier. Take more time with the longer trajectories as it is harder to line up. ,pedagogy
4672-06549667-7ed3-4555-8ad2-bf26374228b1,you need to understand that all the different balls behave differently and when in different rooms that change behavior,pedagogy
0799-79f8e5c2-2d85-4653-9809-080c03e630c8,"Each ball has its own weight so that has to be taken into consideration, as well as the direction and speed the ball will be thrown at. You need to aim to get the paddle in the correct space taking all that into consideration, remembering gravity and that it will play a factor in this.",pedagogy
6611-244e501b-1660-40d7-a1f4-9588f76e168b,"Each trial you'll have to place the paddle in a spot on the circle where you think the ball will land. When making your decision, take into consideration the type of ball, the room you're in, and the type of arrow. You'll want to watch these and look for patterns to help you decide where to put to paddle on the circle, however, keep in mind that the pattern of the balls in one room will not be the same pattern in the other room. Overall, it is important to pay close attention and make connections with the patterns so that they are not forgotten. ",pedagogy
1796-f7d5c147-86af-4f8a-bf83-aad7c63872ee,"Pay attention to the weight of the ball and the direction of the wind. The room background has no wind and normal gravity, so the weight of the balls is the most important in here. The beach has a wind that blows to the east and slightly to the south. Brown balls weigh the most and can be weighed down even against the wind, so they will not move far from what they start and the paddle will most likely be close to where the ball starts. The blue balls also have some weight but have more movement, especially in the indoors room, although it will likely fall back on itself due to the wind in the beach background. In the indoors room, aim in the general direction of the arrow but account for gravity. In the outdoors, expect it blow east. The pink ball has barely any weight and is easy to move. Indoors, it can reach the opposite side with enough force and the paddle should be very close to the direction of the arrow, just slightly south to account for gravity. In the beach, the paddle most likely needs to be further east than you expect as the wind moves it easily.",pedagogy
1585-535cd129-3b24-407c-8ac2-0733c64f21b8,"To be honest, I am absolutely terrible at these sorts of games. It is guess work and my guesses are not good.\nMove the paddle to where you think the ball will land, try to remember which ball goes in which direction and how far it goes.\n",pedagogy
7284-2410e36a-4afc-45ac-8f05-002edbaff5b4,"Watch the different coloured balls, they move differently as if some are heavier than others. Pay attention also to the coloured arrows, the ball will travel much further with the thicker red arrows. Take simple gravity into account, for the heavier balls if they are dropped from the top, it is easier to predict where they will go. The first background has a strange effect for balls launched from one side as if they are ""playing against the wind"". ",pedagogy
6973-ef7fbcc1-5341-4263-a89f-9dac1c77f28e,"I would take note of the different weights of the balls and how they act in the different rooms with the different ""winds"" the rooms have. I would then try to predict where the ball would go based off of how heavy it is, how hard is is being launched and which room its in.",pedagogy
7803-938b2275-af44-4aa9-81bf-a7fa6fd1b974,"I am not very good at this type of game, but each ball has different ""weights"" and trajectories.  Also, the outdoor like room has a slant toward one side.  Use the first few trys to figure out how each ball tends to ""fly"" in each room.  Once you see a pattern, try to use that information in the next turn.  It helps if you can calaculate each ball\'s ""flight path"" for an idea of where it might go.  Oh, and have fun!",pedagogy
1528-20da4333-14bf-4acd-85bd-a80f9ad983b9,Keep an eye on how far the ball travels depending on what colour the ball and arrow are.,pedagogy
6093-3063630b-d1b3-4c1e-8b9a-1c269c9c8b42,Dont over think it its just your luck or notice if theres a pattern,pedagogy
3167-7329030c-80ef-46cc-a0d9-eead15044c51,"count 4 times to the right when it's red, and when you outside for the pink paddle. when your indoors, the pink and brown paddle tend to follow your prediction since the is no air. The blue paddle can be predicted indoors only and sometimes outside since the wind is pushing towards the right-hand side.",pedagogy
0264-e5cc3c01-6941-403d-ae86-e73c6a8015c0,I found the game really hard at first but after a couple of goes you can guess where the ball is going to go. I feel like intuition is important in this game. I don't think pre-information to playing the game is anywhere near as helpful as actually learning from playing the game itself. However its good to place the paddle nearer to the ball than further as that is where it seems to land.,pedagogy
0495-86df680f-7fba-4f80-b082-411f1023dd91,I would tell them to memorize what color of the arrows mean strength wise and also memorize how it affects the three different balls. Also paying attention to the different rooms and what gravity they provide each of them. Use the first 20 or so tries as a trial run for each room and get used to how the balls are affected with the arrows and rooms.,pedagogy
9573-e8b57ede-6065-48b4-89b7-18b4443d89f4,"think about the effects of weight, direction, gravity, wind (blowing left-to-right).\n\nFor the indoor setting, ignore wind.\n\nFor the lightest ball, it's still too heavy to go straight up (vertically) but it's light enough to go straight across from most other angles. the closer to vertical, the more it curves down. The closer to horizontal, the more straight it will go.\n\nFor the heaviest ball, it is always affected by gravity. the more vertical the angle of the throw, the more straight it falls. The more horizontal the throw, the further it goes before curving.\n\nFor the outdoor setting, the wind blows from left to right. this makes all the balls go further to the right.\nthe balls will not be as affected by gravity when thrown horizontally to the right because they're caught by the wind.\n\nthe wind is strong enough to counteract the direction of the throw especially if the throw is weaker,and/or the ball is lighter. wind always makes the ball fall further to the right than without any wind effect. heavy balls are affected less than light balls.\n\nweak throws fall sooner due to gravity, stronger throws fall later.\nwind can increase a weak left-to-right throw similarly to a strong throw without wind.",pedagogy
9674-2d24a039-67e2-4c32-8e71-c28ca7755754,"This game consists of a circle with 3 different density balls. Your objective is to put the red bar on the circle in the place that you believe the ball will land. You can use the left key and right key to move the red bar. You press the space bar when you are ready to launh the ball. Once the space bar is pressed, you can not move the red bar. There are two different locations that you will play the game in, with different gravity, so watch out! Have fun!   ",pedagogy
9034-3fae2c54-dcbc-49aa-bd7f-b8c7332cf38c,"They will need to pay attention to the ball colour, arrow length and colour, and the environment. Some balls are heavy while some are lightweight. The outside environment seems to be windy.",pedagogy
5568-0b0422b0-3b22-4e70-979c-a6e79b94646c,i have very little understanding of the 'space' level however in the room the balls have three different weights with blue the heaviest and brown the lightest operating within real world physics ,pedagogy
6724-9ce13b66-e88a-405c-825b-dffde8f69873,keep in mind the colours of the balls - they all travel at different rates also when in the outdoor setting it appears there is a wind factor that either impedes or helps the ball to travel in a certain direction.,pedagogy
6058-d268924d-1efc-4415-9649-84dbe01d0c40,"Each ball has a different weight, or throw velocity. The pink ball throws the farthest, the ""brown"" ball is in the middle, and the blue ball is the heaviest that goes the least distance, so for the blue one for example you shouldn\'t expect it to go very far from its starting location, unless it is on the ""roof"" of the sphere where it would just drop straight down. The most important thing to remember is that the gravity in each location is different, the ""floor"" being on different parts of the sphere. In the indoor room location, the floor is dead center at the bottom of the sphere, so if you throw a ball down from the top of the sphere in the center, it will drop straight down no matter what. If it is thrown from the bottom, the heavier balls will just throw up a bit, then fall straight back down, but if the pink ball is thrown with a lot of force it will reach the ""roof"". In the outdoor location, it\'s more tricky. The ""floor"" of the sphere seems to be on the bottom right. So if a ball is thrown from dead center on the bottom of the sphere, it will actually curve to the right. I found it hard to pinpoint the location, and it almost felt like gravity was a little lower there, but I could be wrong. But if you drop a ball from the top left of that sphere, it will drop to the bottom right. And if you drop a ball from the top right of the sphere, it will curve to the left, and so on.",pedagogy
3767-4dbaaebe-87ce-4f48-aaa2-305f133b54be,I could not see any pattern to the way the balls reacted.,pedagogy
6123-ea2a0a01-c42a-436a-9b89-683821bfe614,think you have to visualize the arrows length and if short arrow then not much power as with longer arrow more power behind shot\ndirection of the paddle  i tried to line up with paddle and arrows just visualise if power is poor then the paddle would follow\n\n,pedagogy
