gameID,response,name
3214-d097d57c-cd9d-45a0-bcff-2c619b7e4600,"This game reminded a lot like Pong, however instead of playing tennis or ping pong, you just have to catch the ball. The twist is that the ball can change its flight pattern randomly so that it would be harder to predict. ",baseline
5297-66e61fb6-320f-4e4c-98ac-dfbfaed62141,Each coloured ball has different properties and is launched at different speeds. You have to judge where the ball will and and place your paddle underneath it to catch it. ,baseline
3966-5ab00052-4070-4dba-acb1-07fb5d03ba61,I was so engrossed in playing the game that I didn't notice anything that could identify it.\n,baseline
2636-226776cd-5873-45f7-bc83-f74d52d85a74,"This game includes a 3 different colored balls and a red paddle. Two different backgrounds are used, one being outdoors and the other inside. There will be one ball and the red paddle in a circle. ",baseline
2387-946e6a02-90de-4c9a-8df9-b4110d337e6d,You move a board in a circle in order to stop three different types of balls from exiting the circle. The balls will go one at a time and in different directions based on the velocity and the location.,baseline
6455-886a4bb0-3212-46aa-9b16-5518e4f9c3dc,It's based on planets and they're falling.  It has three planets. ,baseline
7976-550e2e4a-52d8-4edc-aef5-4f29d0b32929,"It is a game in which there are three balls: red (pinkish), brown, and blue in which you have to predict where each ball hits in a circular arena. It is different from moving a paddle and hitting a ball after the ball has launched, but rather move the paddle before it is launched, predicting where the ball lands. There is also 2 types of scenery behind the arena. By seeing a ball on a circular arena, you will most probably be able to identify the game simply from that, as the circular arena is quite different.",baseline
9232-cf0f7cf0-22fb-450f-a525-1ed875c9cc50,You move a paddle around the circumference of a circle and try to catch balls that are launched at different angles. There are different balls and different environments that behave differently.,baseline
8225-63c2459c-9a1f-406d-8950-308141cb3d76,You launch a ball and try to catch it. The type of ball and room affect how the ball is launched.,baseline
4946-87af1207-311f-4eeb-96ed-3f343ee42779,MOVE PADDLE LEFT AND WRITE USING LEFT RIGHT KEYS TO ANTICIPATE WHERE THE BALL IS GOING TO GO. STOP PADDLE MOVING WHEN BALL IS THROWN,baseline
7368-22cf6d0d-c4d9-4f19-a657-04f46a53d383,"This game tests your perception and prediction skills by making you guess which direction the ball is headed towards. Your goal is to catch as many balls as possible using a small paddle. The game is set up like a circle where the paddle occupies a small portion of the circle. The backgrounds and color of the ball itself dictate specific factors which may influence its direction. What separates this game apart from others is that it constantly changes its settings and ball types, always keeping you unsure of which direction the ball will head towards.",baseline
2582-9a805040-29b3-4c87-a688-9a60d32241dc,It involves a small ball laid over a background of wither mountains or a room. This ball is on a larger black outline of a circle which has a red paddle on it which you can move to catch the ball. ,baseline
4287-4c669acb-1347-4f1f-af09-56f19381309c,"There are  three different balls and different backgrounds.  Quite plain looking, no sparkles or flashes.  \n ",baseline
8838-70cf6495-bbd3-4cf6-87bc-acbeb7194d48,It is a game where the ball is very unpredictable and goes where you don't think it will go on most attempts to catch it. ,baseline
8359-667d3f4e-b767-4291-8857-c085f6cde452,"Imagine Tetris, or pinball. Pinball may perhaps provide a similar sensation, of assessing the angle, timing and power of which you play the game. The game is logical and requires intellectual, logical thought process to identify the movement of the ball. ",baseline
1233-0ad6f009-e930-4f29-9e95-14c05eab0913,ball catching game - 3 different balls and 2 different backgrounds. balls are thrown with 2 levels and you ahve to move a paddle around the circle to catch where the ball will land. ,baseline
4648-bcf51a7d-7ca1-47c2-8376-ed232c66f120,"the launching ball game, it has only two room and each ball is different.\ndepending on the room you might have more forces going agains you or going for you.",baseline
6384-4a92e61d-2430-4a83-9a12-fb568e3ca0ac,A simple game where the objective is to catch the ball with the ball around a circular area. However there are different variations of the ball as well as different backgrounds that change how the gravity affects said ball. It adds a fair amount of variety without taking away from it's simplicity so it's a nice game to just enjoy when you aren't too busy,baseline
3927-5ff0b1b8-b1ef-42ef-b4f6-838b1b82b997,"There are three different colored balls - blue, pink, and brown - in one of two landscapes - either a blank, white-walled empty room in a building or on a beach/tropical island. The balls will go in some direction, depending on which ball is being projected, and what color the arrow is determines the speed or strength of the projection. The arrow will be either orange or red. ",baseline
8167-24032705-a589-4785-99e0-07842249fb5c,"three balls which appear to act randomly, two different rooms two coloured arrows of varying lengths. ",baseline
9334-026fe3f0-7bc9-4091-b9ab-aab57eaed997,"This is a game where you attempt to catch a ball with a paddle. Similar games have appeared before all the way back to Pong in the 1970s. This is a little different in that the ball is fired inside a sphere, and the paddle moves around the outside edge of the sphere. The biggest difference is you choose when to release the ball, and can't move the paddle afterwards. There are several different balls and two different environments - inside and outside - that affect how the ball performs.",baseline
7512-7378f1d7-07e8-46e5-a5b4-c22a923f4c15,"3 different coloured balls, all with different properties. different backgro9unds which affect how each ball behaves",baseline
8123-ca0e5999-5756-41d7-8f33-4bc5805bd274,Don't be fooled by the arrow the ball could fall anywhere. the arrow is a kind of trick which isn't always right. ,baseline
6789-29a8c847-67da-45ad-b0d7-1ac5dada6a04,It's sort of like Pong but instead of hitting a ball back and forth you catch the ball at varying speeds and difficulty with a variety of backgrounds and balls with different conditions to make each level more unique.,baseline
9565-edff6f6b-4f4e-490e-9fa5-39393dd59194,"I would tell them that this a game that is very physics-based. It requires you to consider multiple features including the room background as well as the ball and arrow colors in order to determine the trajectory of the ball. After considering all of this, then you can decide the best place that you need to be positioned in order to catch the ball. As with any game, this one definitely takes time and practice to get good at. You will often make a lot of repeated mistakes as you learn to play the game, but you will get much better through trial and error. Although it can be frustrating, it is also lots of fun. ",baseline
2996-1e873863-64d9-4540-bf3c-020ba7e2290d,A game where you need to catch a ball and take into account force and backdrop which effects the speed/curve of the ball thrown.,baseline
0035-0632146b-7c30-4323-8735-fa02f82d9c3b,You are launching coloured marbles from the perimeter of a large circle on the screen. You have a small red paddle which you can move around the circle to catch the marbles. An arrow shows you direction of launch and gives you an idea of how hard it's been thrown (e.g. red = strong throw). Be careful! Gravity is weird and there is a sort of attractor towards the bottom of the screen so the trajectory isn't what you expect. Each colour marble also moves differently (e.g. the pink one is most affected by the attractor.\n,baseline
9076-715d8ab7-6ffb-4f22-9a25-3427e2e9340a,It is a very intriguing game and brings me back to my childhood when I used to play Breakout and Wall. It is enjoyable and really taxes the brain as to where the ball will land,baseline
4140-725daeb1-135f-4f8d-8da4-10363fcc361c,"To play this game you need to visualise where a ball would land after being launched softly or hardly.\nThere are 3 different coloured balls which each move in a different way after being launched. To be successful you will need to quickly learn the properties of each ball to know how they move.\nThere are different rooms where the ball is being played, the balls move differently according to what room they are being launched in.",baseline
1857-3be521db-794f-4fdc-9cb5-1953a40718fa,A black circle has a red paddle on it on one side and there is a colored ball on the other side. ,baseline
6947-66d397fd-4ab9-45db-ab9f-2353331f035f,"It is a bit like the original pong yet one player in a circle formation. \n\nI coped much better with the blue ball characteristics than the rest. \n\nIt was a fun and challenging game and you had to focus on angles, ball details, environment and a little intuition. ",baseline
0258-464708fe-3042-4244-9cce-d35e9c89ef68,The aim of the game is to catch the ball. You will be able to move your red paddle left or right using the respective keys on your keyboard. There are 3 different balls which behave differently. You would have to analyse and differentiate the differences and move your paddle accordingly. The yellow arrow will tell you the trajectory strength of the ball.,baseline
2940-95b2e11c-ce2e-4011-9088-59c3dff01db5,"This game is an interactive physics simulator. One of three balls are thrown in various directions (according to the arrow) in one of two different environments and the forces acting on the balls are simulated. If the ball goes outside the circle or doesn't hit your paddle, you've missed the ball. You have to think about the likely direction of the ball by guessing certain properties of each individual ball, which determine how fast it's likely to travel and when it's likely to reach its terminal velocity and start decelerating towards the ground.",baseline
8089-a554237f-386b-48eb-b456-4e31b2e0f351,"The game reminds me of Worms. You have to work out the position the a stone end up based on speed, direction, weight of stone, gravity and winds(?). The heavier the stone the slower it goes up.",baseline
1061-2797ae30-a106-4d16-ae55-a938d69ab875,Throwing coloured balls of different weights and catching them within a circle.,baseline
9084-573093a6-2d6a-46bd-a5f6-7c4a2ae28b2a,"This game involves positioning a paddle on the edge of a circle to catch a ball projected inside the circle. With changing conditions such as wind and ball weight, you have to estimate where the ball will go.",baseline
6630-1c86ab35-df43-4a70-8cd8-8f33b41da0de,Catch the ball. Move the red rectangle around the perimeter of the circle and catch the coloured ball.,baseline
0178-f4f739d1-1666-4730-bcd8-c4b17613d1c3,"The game you are looking for is a paddle circle ball catch. It has two rooms and three different ball types that will act differently depending on the room, color and length of the arrow attached to it. The rooms are just pictures behind the circle that is plastered on top. The ball and paddle is attached to the circle.  ",baseline
1759-25e9f003-a845-4c5b-be75-d52350facecc,"This is a game about prediction based on given circumstances. There are 3 types of balls given and each ball acts/behaves differently in each circumstance, your job is to guess where the ball is going ",baseline
5248-9668b449-8da5-45fe-a7ad-dcf9753c5e69,"This game is good at determining how to reason and also trusting one's instincts, by predetermining where the paddle is supposed to go before the ball is launched.  It is a good game for brain exercises because it makes one want to concentrate more, and try and get it right. ",baseline
4745-5f5e135f-b071-4bc3-8db8-325e17b11e62,"There's a circle with only two possible backgrounds, one of a plain white room and one of an outdoor landscape. There are 3 balls, one brown, one pink and one blue. Only one ball will be launched at a time from somewhere along the circumference of the circle, with an arrow showing initial force and direction. There is also a red 'paddle' which can only move around the circumference of the circle. ",baseline
4991-dba9704b-dbbe-4554-a52f-697395a19636,"You have to launch a ball and guess where it will land depending on the type of ball, the strength launched and the environment. Also the launcher moves around a circle.\nGame will randomly pick one of the balls (of three: brown, pink or blue), a launch strength (yellow or red arrow), indoor (empty room) or outdoor (natural scene with mountain in the back)and a position on the circle.\n\n",baseline
5265-64676681-01b0-4494-b5f1-91dbde7e6c5d,"The game has two scenes in the background that occasionally change, there is 3 balls, blue pink and multi. There is an arrow showing the direction the ball will go, this can be red or yellow",baseline
5383-d4f5ae6b-bcc2-49e8-bcb4-ae15a4fe7d81,"This game may not provide exciting gameplay, but it will certainly be thought-provoking. The game may be good for younger audiences because it teaches basic physics. It is complex enough and a pleasant time-killer.",baseline
4006-9a0f7c62-efa2-45db-90b0-f27cdce971ae,It reminds me of playing a ball/puzzle game set in space with different gravity levels or different terrains in 3D space. Even though this one wasn't 3D - the changing of the gravity points and the different 'weights' of each ball added a lot of diversity. ,baseline
8614-8417f4a8-9465-4d0b-9fff-a51d83682ef8,The game with the different weighted balls that you catch.,baseline
1621-8df07e17-8ed5-4261-9672-f54e62bb9d7c,"its a mind blowing physics game, that is challenging your knowledge of angles of different balls in different scenarios.",baseline
1795-043ca667-9565-497a-bfe5-6788819d39d6,"In this game you will be given a paddle and 3 different balls. The three different balls have different weights, and strengths at which they're thrown. The paddle will need to be moved around the circle to catch the ball. Because the ball is being thrown at different angles of a circle it might not go in the direction the arrow is pointing. ",baseline
4785-c722465f-122d-4c74-ada6-4888dccd895c,"This game is similar to brick breaker. There are three types of balls that each launch differently. With two different environments the launch abilities of the balls change, so better pay attention :)",baseline
7996-406d74f7-a38f-463c-becb-52a1175b2736,"similar in a way to space invaders where you have to use your paddle to catch a ball, but take care because gravity doesn't always exist in this game",baseline
6701-27cb893e-10ae-4691-b9de-c11df33e4905,"coloured balls shot toward a platform, different levels affect the game differently ie island level",baseline
3777-b57a2ff5-2852-42f7-83b4-60b891a33fb4,"The game is similar to an arrow shooting game but using a ball as the object, the colour of the ball, arrow and room determine how far or close the ball can be projected.",baseline
4624-b03fe3af-fa7e-40ea-91f9-f6b751095f74,"This game is interesting because the direction of the arrow does not determine where it will land, the type of ball determines how far the ball will go, as each colour ball seems to have a different strength level. The arrow colour also has a strength level.   ",baseline
7484-e5822ef7-7710-403a-83e3-ee612ebad31f,"Different coloured balls which weigh different amounts get flung from one side of a circle to another in different settings/scenes that may be outside and windy, or inside and still, and you have to move the paddle to catch the ball by trying to estimate where it will land judging by which scene you are in, and which ball is being flung, and how hard the ball is being flung.\nIt's hard! But very satisfying when you get it right.",baseline
0834-0cfe9687-c1ed-41eb-a0d9-a90a321f23c8,This game contains three different colored balls and a few different backgrounds. There is a large black circle in the middle of the screen with a red block positioned somewhere along the circle. This block moves depending on how you use your arrow keys to position it. The balls are of different weights and respond differently to force depending on the background. Orange arrows show less force when throwing while red arrows show more force. ,baseline
9778-01a3efd0-c886-44c2-a377-1a18aab21cdb,"Do you believe in the laws of physics? Trust me, they are all true. Do you want to know how gravity work in different environments and dimensions? Come and play and predict the curve of balls made of different materials. Believe me, it's not that easy!",baseline
0078-415f8aa7-a49d-471a-8fea-8550d75a17b6,"This game has marbles that are blue, pink and brown looking. It also has arrows that are orange and red. These arrows direct the marbles that you are to catch. Furthermore, these marbles and arrows are placed in different backgrounds that also determine the intensity at which the marbles are launched.",baseline
7926-525dea34-b480-4311-9895-33e84cfb3f98,"The game has a red paddle line on the inside of a circle with a ball and orange/red arrow coming out of the ball. The ball will either be brown/green, purple or light blue and the background will either be an empty room or a mountain scene",baseline
1560-151ff394-2535-45dd-95b7-03463aff44a8,I would tell them that they would have to look at the trends and the direction that the ball is moving in relation to the circle. The different balls could indicate weight so some colored balls are thrown more easily than others.,baseline
1681-0dfeb074-2084-4132-b8a8-f79da334ea66,This game is very interesting. It makes full use of all your skill and judgement to decide where the ball is going to land based on information the game issues you with regarding speed and drop of various colour balls.,baseline
6409-9d0ced01-efff-4522-ad5b-f4d559ff515f,"big circle in the centre of the screen, planet like coloured smaller balls around the inner cirle.",baseline
8515-eac1d2dd-6a78-45c7-a493-23e8874765a3,I would say this game is similar to pinball.,baseline
9269-290d0606-5803-4967-a05e-d542ee9f08cc,This game is fun and works out your brain a lot. Teaches you how to estimate and predict what is going to happen next.,baseline
3558-94fc2e00-6e58-437e-8a75-96bc8e4eaa37,"Catch the ball. Guess the gravity. Play this fun game and score points for guessing where the ball will drop. Is it to the side, above or below? Figure out where the gravitational pull is to understand the balls movements. ",baseline
1152-4cfce89a-3cfe-4de2-8190-d167094f1228,"I'd tell them that its a game where you have to guess where a ball will be thrown to taking in consideration the location and the type of ball, you have to move a paddle around a circle to guess where it will land",baseline
1154-2c357635-a66e-4c3b-870a-889700e8a2af,a tennis inspired game in which the aim is to move the paddle and bounce the ball back,baseline
6798-8d0d0c7b-1687-4932-8112-56736af03942,"Catch the three colored balls, orange, blue and pink, but be careful because each ball acts differently and each map/location has its own unique gravity. \nUse the power of the ball shown by the colored arrow and use the red paddle to predict where the ball will end up.",baseline
0436-e27763d2-4295-4210-ab5a-3dbf264c698b,It is quite a bit of a mind boggler. But worth giving a shot. Especially for thinkers.,baseline
1183-21919cef-e94e-4bf8-a589-69e2aa303c55,"This game has three different coloured balls, Brown, Blue and Red that act differently to each other. The ball is throw within a circle with two different backgrounds, indoors and out which have different effects on the ball also. ",baseline
3299-b9bbfbc0-c965-4d41-aea9-d4152bada09f,It's a catch game. You have to launch the ball inside a circle and try and catch it/ ,baseline
9807-aa25e4bb-31b3-4958-a9a9-716c9c4ed8ed,It is an awesome game for entertrainment and knowledge excercise.,baseline
5177-9797336e-be5a-4cfb-b761-67c64a6a7ab3,the game has a selection of three different coloured balls which bounce around within a circle. There are 2 possible backgrounds to the circle and bouncing ball. There are two different size and colour arrows which push the balls around the circle either straight or in a curve. You have to catch the ball with a paddle.,baseline
1384-2ce045e4-e5c2-4d93-aca8-8c1ad4b4c2f8,"Its a game were you move a platform along a circle, and you have to predict at which point of the circle the ball is going to hit ",baseline
3440-390279f5-58f8-4ffb-9432-b63769584393,"This one to drive you insane but enjoyably so.\nRandom balls, random scenarios, random speeds.\nCan you navigate these three variables and catch the ball?\nSounds easy?\nYou will be boggled at how few you actually catch!\nNot for addictive personalities, you will not be able to put this down!\nTry it and see.\nMoney-back guarantee if you are not mesmerised by this new game",baseline
5456-5d0f6e56-c501-4396-9859-d69bed82d915,"I would describe it as an observational ball game similar to catch, that requires several tries to get a hang of the movements of the balls and good observation skills.",baseline
9551-f8fbe636-0122-45b1-b2fc-f5a5438d3419,The distinctive backgrounds; different colored balls\n,baseline
3466-11b5009e-ff0a-4b18-8e8c-2c43c26e8215,Balls of different types travel through a circle with multiple backgrounds. Depending on the type of ball and background the trajectory may be different. You must position a paddle to hit the ball before it is sent (position is locked in),baseline
3861-76f9909a-0892-4b69-8733-f9c7ac500a07,"It's like playing a one-day international cricket game, it does not look very exciting but you can't stop playing once you start. I find myself getting very excited once I catch the ball, and I feel frustrated when I don't. I love it who would have fought it will be so captivating. Thanx guys that were fun, I enjoyed that. ",baseline
1771-40fcd18a-1846-4313-8cb7-76c3005312d7,"this game is like very simple to play. The is a three different color balls which you need shot at a particular target. you can move the paddle in different direction so the ball lands on the paddle. the brown ball will always land at the bottom of the screen, the blue goes in all different direvtions. ",baseline
2781-77d46644-0464-410e-8a2a-3e6902c83177,"This game consists of three different coloured balls and a spacebar bat.  The object of the game is to place the bat where you think the ball will land once it has been launched.  Each ball has a different reaction although it will not react in the exact same way each time.\n\nScreenshots may include the 3 different coloured balls launching, a question mark and the spacebar bat.  ",baseline
8342-24e69195-0360-4ff3-b18e-b737af40ca0f,"A game that helps sharpen your predictability and focus skills. In addition to being pleasantly surprised after each trial, this game will also test your ability to remain patient and calm.",baseline
7566-a0b02055-27cb-4012-b886-57378cfab429,GETAGAMEWITHANARROWANDBALLSWITHABITOFABACKROUNDWHEREYOUUSEARROWSTONAVIGATETHEBALLANDIGTSREALLYINTERESTINGTOPLAYBUTTAKEALITTLEBITOFTIMETOGETTHEHANGOFF,baseline
6906-fbaf37ed-f74b-48cf-8104-5e74ebd4371d,"This game is similar to the bubble blast game on the Play App store, but it is a bit more tricky because you have to concentrate on the ball color to see the trajectory. For example, the mustard ball does not bounce as high as the blue ball, also try to judge the weight of the ball and deduce where and how it may fall according to its color.",baseline
8658-0063270f-377d-4a2b-948e-15f703fb0efd,"This game is similar to the ping pong game, but it's a bit tricky and more interesting than the ping pong one. It has different color balls to look out for and different surroundings as well to help you execute in which direction your launch would be.",baseline
7959-471dfa99-0b91-42b6-a728-fdff13481481,"A great game to kill time. Remember that indoors there is less wind blowing as compared to outside, so when you play this game you need to keep in mind the surroundings, the color of the ball, and the size or strength of the arrow. ",baseline
7558-8f15a656-b333-4fdc-a67c-bab7f0d88845,The object of this game is to catch the ball. You do this by using the left/right arrows to decide where you think the ball will go.  You then press the space bar to launch the ball.,baseline
1475-037c26a1-6a74-4901-b5ec-553a0a0063d2,"It's the game with the brown, pink and blue balls. It has a circle with power arrows showing how powerful the ball is going to be thrown. It has backdrops of Japanese mountains and inside a white building.",baseline
8445-ca0deafa-6898-4889-802f-90803a613bad,"You have to catch a ball by placing a red line in the correct location. There are 3 differently coloured balls, which all behave differently when released. The pace at which they are released varies and affects their path. How the balls react when released also depends on which room they are in.",baseline
8508-84b57c37-4af6-466c-be49-b709c4fe0883,"A game that involves projecting balls in a circle in which reddish balls are the strongest. The longer the arrow, the stronger the projectile. The path of the projectile is normal in the room but wind affects the balls when outside the room.",baseline
5981-8324a3e7-1da0-47d5-a359-2b4ae21d38bc,There is a ball that you try to catch with a paddle within a circle. using your arrow keys to move .You guess where the ball is going to land before it is thrown Different balls and location affect how the ball moves,baseline
6807-6468f00d-f7af-4575-be9f-c4ad78fd998d,It's a game where you have to throw and catch a ball within a circle. It has different colour balls and different backgrounds. Look for a game with balls and a big circle.,baseline
5088-ba875fe7-7cbd-4e02-a6e8-0b8809bd35eb,So it's pretty easy on the basis there is a ball and there is a pallet. You have to catch the ball with your pallet but you have to work on a circle and there are 3 different balls that have different weigh and 2 different playgrounds which makes the ball act a little different. It's a purely logical game and if you are good at things like that you will also accomplish at this one. ,baseline
9081-3580c46e-eee0-4b5a-8241-663a3f4596f0,"This game is all about understanding your angles and physics. My advice would be to remember playing physics type games that had gravity in it because it'd help you play this game where you predict where the ball will land based on the gravity of the setting and ball as well as the power. At the beginning it gets pretty hard to predict but when you get the hang of it, you'll at least know in which direction it'll go to usually.",baseline
5838-a78d5f8a-f1d0-42a7-b95e-c495b1c0d031,"Predict where the ball os goign to go, take in to account your environment ",baseline
8162-0a253787-b021-416b-a5d5-ac9764537934,"It is kind of like pong, the game where you hit the ball with a paddle, so you don't know where the ball is going to go, only a rough idea.",baseline
6396-6f82b7d5-a0f1-48c7-b366-cd52dacfe494,The objective is to place the red marker in the circle where you think the ball is going to land. The path the ball takes and its angle may be determined by the ball's colour and the background setting. The arrow next to the ball also determines how forceful the ball has been hit. There are some recurrent patterns but it's not as easy as it first appears.,baseline
